full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
rozenmd/astro-blog-starter-template6,https://github.com/rozenmd/astro-blog-starter-template6,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rozenmd/astro-blog-starter-template5,https://github.com/rozenmd/astro-blog-starter-template5,0,0,0,2,2,0,0,30,0,0,unknown,0,0,1.0,1,0.0,active,"Repository in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 30 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
marimo-team/marimo-pixi-starter-template,https://github.com/marimo-team/marimo-pixi-starter-template,18,2,2,6,39,0,1,1351,0,1,Python,483,0,6.5,1,1.3,active,"Repository in Python with low popularity (18 stars, 2 forks). Maintained by a team of 6 contributors, 39 total commits (6.5 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 1351 characters, no topics, and is licensed. The project is 1.3 years old and currently active (last push 0 days ago)."
rozenmd/astro-blog-starter-template4,https://github.com/rozenmd/astro-blog-starter-template4,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rozenmd/react-router-starter-template23,https://github.com/rozenmd/react-router-starter-template23,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2834 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
kido-luci/flutter-starter-template-simple-backend,https://github.com/kido-luci/flutter-starter-template-simple-backend,0,0,0,1,3,0,0,2911,0,0,Go,0,0,3.0,1,0.0,active,"Repository in Go with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2911 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
eduardohenriquemoreiramendes09-ops/workflows-starter-template,https://github.com/eduardohenriquemoreiramendes09-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
guofeng2015/workflows-starter-template,https://github.com/guofeng2015/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
fixiesixty/astro-blog-starter-template,https://github.com/fixiesixty/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
mzscrmcktp-prog/astro-blog-starter-template,https://github.com/mzscrmcktp-prog/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
stefanjaro/ai-coding-starter-template,https://github.com/stefanjaro/ai-coding-starter-template,0,0,0,1,10,0,0,4248,0,0,unknown,6,0,10.0,1,0.0,active,"Repository in unknown with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 10 total commits (10.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4248 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
ziex-dev/template-starter,https://github.com/ziex-dev/template-starter,0,0,0,1,1,9,0,2540,1,1,Zig,69,0,1.0,1,0.2,active,"Repository in Zig with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 9 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2540 characters, 1 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago)."
kateroulstonmcclure-rgb/astro-blog-starter-template,https://github.com/kateroulstonmcclure-rgb/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
segara/astro-blog-starter-template,https://github.com/segara/astro-blog-starter-template,0,0,0,1,33,0,0,7336,0,1,Astro,165,0,33.0,1,0.5,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 33 total commits (33.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 7336 characters, no topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago)."
iloveitaly/python-starter-template,https://github.com/iloveitaly/python-starter-template,44,7,7,6,2601,1,1,44996,8,1,Python,581,0,433.5,1,1.6,active,"Repository in Python with low popularity (44 stars, 7 forks). Maintained by a team of 6 contributors, 2601 total commits (433.5 per contributor). 1 releases, 7 open issues. It has CI/CD workflows, has a README of 44996 characters, 8 topics, and is licensed. The project is 1.6 years old and currently active (last push 0 days ago)."
tranceoncom-prog/next-starter-template,https://github.com/tranceoncom-prog/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
IshimweJoliePrincesse/Restful_starter-template,https://github.com/IshimweJoliePrincesse/Restful_starter-template,0,0,0,1,2,0,0,7310,0,0,TypeScript,0,0,2.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 7310 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
realriplab/astro-blog-starter-template,https://github.com/realriplab/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
xmaj2001/workflows-starter-template,https://github.com/xmaj2001/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
hexabot-ai/hexabot-template-starter,https://github.com/hexabot-ai/hexabot-template-starter,4,4,0,5,116,34,0,3346,19,0,TypeScript,579,0,23.2,1,1.6,active,"Repository in TypeScript with low popularity (4 stars, 4 forks). Maintained by a small team of 5 contributors, 116 total commits (23.2 per contributor). 34 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3346 characters, 19 topics, and is no license. The project is 1.6 years old and currently active (last push 0 days ago)."
IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,https://github.com/IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,0,0,0,1,1,0,0,0,0,0,Java,0,0,1.0,0,0.0,active,"Repository in Java with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
RedHatQuickCourses/course-starter-template,https://github.com/RedHatQuickCourses/course-starter-template,1,4,1,2,34,0,1,2018,2,0,CSS,660,0,17.0,1,1.8,active,"Repository in CSS with almost no popularity (1 stars, 4 forks). Maintained by a small team of 2 contributors, 34 total commits (17.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 2018 characters, 2 topics, and is no license. The project is 1.8 years old and currently active (last push 0 days ago)."
yymwhuias-code/astro-blog-starter-template,https://github.com/yymwhuias-code/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
thisismyusername8/astro-blog-starter-template,https://github.com/thisismyusername8/astro-blog-starter-template,0,0,1,1,12,0,0,3162,0,0,Astro,51,0,12.0,1,0.1,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 12 total commits (12.0 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
mwandobo/spring-boot-starter-template,https://github.com/mwandobo/spring-boot-starter-template,0,0,0,1,118,0,0,0,0,0,Java,276,0,118.0,0,0.8,active,"Repository in Java with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 118 total commits (118.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago)."
jigarmail705-debug/react-router-starter-template,https://github.com/jigarmail705-debug/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2834 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
kouts/vue3-ts-vite-starter-template,https://github.com/kouts/vue3-ts-vite-starter-template,31,12,0,2,215,79,1,2092,12,1,TypeScript,1426,0,107.5,1,3.9,active,"Repository in TypeScript with low popularity (31 stars, 12 forks). Maintained by a small team of 2 contributors, 215 total commits (107.5 per contributor). 79 releases, 0 open issues. It has CI/CD workflows, has a README of 2092 characters, 12 topics, and is licensed. The project is 3.9 years old and currently active (last push 0 days ago)."
plbraindrain-maker/astro-blog-starter-template,https://github.com/plbraindrain-maker/astro-blog-starter-template,0,0,1,1,225,0,0,3162,0,0,Astro,71,0,225.0,1,0.2,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 225 total commits (225.0 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
